‎Genesis 
1:1	ἐν ἀρχῇ ἐποίησεν ὁ θεὸς τὸν οὐρανὸν καὶ τὴν γῆν 
5:2	ἄρσεν καὶ θῆλυ ἐποίησεν αὐτοὺς καὶ εὐλόγησεν αὐτούς καὶ ἐπωνόμασεν τὸ ὄνομα αὐτῶν Αδαμ ᾗ ἡμέρᾳ ἐποίησεν αὐτούς 
5:3	ἔζησεν δὲ Αδαμ διακόσια καὶ τριάκοντα ἔτη καὶ ἐγέννησεν κατὰ τὴν ἰδέαν αὐτοῦ καὶ κατὰ τὴν εἰκόνα αὐτοῦ καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Σηθ 
5:4	ἐγένοντο δὲ αἱ ἡμέραι Αδαμ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Σηθ ἑπτακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:5	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Αδαμ ἃς ἔζησεν ἐννακόσια καὶ τριάκοντα ἔτη καὶ ἀπέθανεν 
5:6	ἔζησεν δὲ Σηθ διακόσια καὶ πέντε ἔτη καὶ ἐγέννησεν τὸν Ενως 
5:7	καὶ ἔζησεν Σηθ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ενως ἑπτακόσια καὶ ἑπτὰ ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:8	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Σηθ ἐννακόσια καὶ δώδεκα ἔτη καὶ ἀπέθανεν 
5:9	καὶ ἔζησεν Ενως ἑκατὸν ἐνενήκοντα ἔτη καὶ ἐγέννησεν τὸν Καιναν 
5:10	καὶ ἔζησεν Ενως μετὰ τὸ γεννῆσαι αὐτὸν τὸν Καιναν ἑπτακόσια καὶ δέκα πέντε ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:11	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ενως ἐννακόσια καὶ πέντε ἔτη καὶ ἀπέθανεν 
5:12	καὶ ἔζησεν Καιναν ἑκατὸν ἑβδομήκοντα ἔτη καὶ ἐγέννησεν τὸν Μαλελεηλ 
5:13	καὶ ἔζησεν Καιναν μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαλελεηλ ἑπτακόσια καὶ τεσσαράκοντα ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:14	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Καιναν ἐννακόσια καὶ δέκα ἔτη καὶ ἀπέθανεν 
5:15	καὶ ἔζησεν Μαλελεηλ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν τὸν Ιαρεδ 
5:16	καὶ ἔζησεν Μαλελεηλ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ιαρεδ ἑπτακόσια καὶ τριάκοντα ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:17	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαλελεηλ ὀκτακόσια καὶ ἐνενήκοντα πέντε ἔτη καὶ ἀπέθανεν 
5:18	καὶ ἔζησεν Ιαρεδ ἑκατὸν καὶ ἑξήκοντα δύο ἔτη καὶ ἐγέννησεν τὸν Ενωχ 
5:19	καὶ ἔζησεν Ιαρεδ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Ενωχ ὀκτακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:20	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ιαρεδ ἐννακόσια καὶ ἑξήκοντα δύο ἔτη καὶ ἀπέθανεν 
5:21	καὶ ἔζησεν Ενωχ ἑκατὸν καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν τὸν Μαθουσαλα 
5:22	εὐηρέστησεν δὲ Ενωχ τῷ θεῷ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Μαθουσαλα διακόσια ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:23	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Ενωχ τριακόσια ἑξήκοντα πέντε ἔτη 
5:24	καὶ εὐηρέστησεν Ενωχ τῷ θεῷ καὶ οὐχ ηὑρίσκετο ὅτι μετέθηκεν αὐτὸν ὁ θεός 
5:25	καὶ ἔζησεν Μαθουσαλα ἑκατὸν καὶ ἑξήκοντα ἑπτὰ ἔτη καὶ ἐγέννησεν τὸν Λαμεχ 
5:26	καὶ ἔζησεν Μαθουσαλα μετὰ τὸ γεννῆσαι αὐτὸν τὸν Λαμεχ ὀκτακόσια δύο ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:27	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Μαθουσαλα ἃς ἔζησεν ἐννακόσια καὶ ἑξήκοντα ἐννέα ἔτη καὶ ἀπέθανεν 
5:28	καὶ ἔζησεν Λαμεχ ἑκατὸν ὀγδοήκοντα ὀκτὼ ἔτη καὶ ἐγέννησεν υἱὸν 
5:29	καὶ ἐπωνόμασεν τὸ ὄνομα αὐτοῦ Νωε λέγων οὗτος διαναπαύσει ἡμᾶς ἀπὸ τῶν ἔργων ἡμῶν καὶ ἀπὸ τῶν λυπῶν τῶν χειρῶν ἡμῶν καὶ ἀπὸ τῆς γῆς ἧς κατηράσατο κύριος ὁ θεός 
5:30	καὶ ἔζησεν Λαμεχ μετὰ τὸ γεννῆσαι αὐτὸν τὸν Νωε πεντακόσια καὶ ἑξήκοντα πέντε ἔτη καὶ ἐγέννησεν υἱοὺς καὶ θυγατέρας 
5:31	καὶ ἐγένοντο πᾶσαι αἱ ἡμέραι Λαμεχ ἑπτακόσια καὶ πεντήκοντα τρία ἔτη καὶ ἀπέθανεν 
5:32	καὶ ἦν Νωε ἐτῶν πεντακοσίων καὶ ἐγέννησεν Νωε τρεῖς υἱούς τὸν Σημ τὸν Χαμ τὸν Ιαφεθ 
6:1	καὶ ἐγένετο ἡνίκα ἤρξαντο οἱ ἄνθρωποι πολλοὶ γίνεσθαι ἐπὶ τῆς γῆς καὶ θυγατέρες ἐγενήθησαν αὐτοῖς 
6:2	ἰδόντες δὲ οἱ υἱοὶ τοῦ θεοῦ τὰς θυγατέρας τῶν ἀνθρώπων ὅτι καλαί εἰσιν ἔλαβον ἑαυτοῖς γυναῖκας ἀπὸ πασῶν ὧν ἐξελέξαντο 
6:3	καὶ εἶπεν κύριος ὁ θεός οὐ μὴ καταμείνῃ τὸ πνεῦμά μου ἐν τοῖς ἀνθρώποις τούτοις εἰς τὸν αἰῶνα διὰ τὸ εἶναι αὐτοὺς σάρκας ἔσονται δὲ αἱ ἡμέραι αὐτῶν ἑκατὸν εἴκοσι ἔτη 
6:4	οἱ δὲ γίγαντες ἦσαν ἐπὶ τῆς γῆς ἐν ταῖς ἡμέραις ἐκείναις καὶ μετ᾽ ἐκεῖνο ὡς ἂν εἰσεπορεύοντο οἱ υἱοὶ τοῦ θεοῦ πρὸς τὰς θυγατέρας τῶν ἀνθρώπων καὶ ἐγεννῶσαν ἑαυτοῖς ἐκεῖνοι ἦσαν οἱ γίγαντες οἱ ἀπ᾽ αἰῶνος οἱ ἄνθρωποι οἱ ὀνομαστοί 
6:5	ἰδὼν δὲ κύριος ὁ θεὸς ὅτι ἐπληθύνθησαν αἱ κακίαι τῶν ἀνθρώπων ἐπὶ τῆς γῆς καὶ πᾶς τις διανοεῖται ἐν τῇ καρδίᾳ αὐτοῦ ἐπιμελῶς ἐπὶ τὰ πονηρὰ πάσας τὰς ἡμέρας 
6:6	καὶ ἐνεθυμήθη ὁ θεὸς ὅτι ἐποίησεν τὸν ἄνθρωπον ἐπὶ τῆς γῆς καὶ διενοήθη 
6:7	καὶ εἶπεν ὁ θεός ἀπαλείψω τὸν ἄνθρωπον ὃν ἐποίησα ἀπὸ προσώπου τῆς γῆς ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἀπὸ ἑρπετῶν ἕως τῶν πετεινῶν τοῦ οὐρανοῦ ὅτι ἐθυμώθην ὅτι ἐποίησα αὐτούς 
6:8	Νωε δὲ εὗρεν χάριν ἐναντίον κυρίου τοῦ θεοῦ 
6:9	αὗται δὲ αἱ γενέσεις Νωε Νωε ἄνθρωπος δίκαιος τέλειος ὢν ἐν τῇ γενεᾷ αὐτοῦ τῷ θεῷ εὐηρέστησεν Νωε 
6:10	ἐγέννησεν δὲ Νωε τρεῖς υἱούς τὸν Σημ τὸν Χαμ τὸν Ιαφεθ 
6:11	ἐφθάρη δὲ ἡ γῆ ἐναντίον τοῦ θεοῦ καὶ ἐπλήσθη ἡ γῆ ἀδικίας 
6:12	καὶ εἶδεν κύριος ὁ θεὸς τὴν γῆν καὶ ἦν κατεφθαρμένη ὅτι κατέφθειρεν πᾶσα σὰρξ τὴν ὁδὸν αὐτοῦ ἐπὶ τῆς γῆς 
6:13	καὶ εἶπεν ὁ θεὸς πρὸς Νωε καιρὸς παντὸς ἀνθρώπου ἥκει ἐναντίον μου ὅτι ἐπλήσθη ἡ γῆ ἀδικίας ἀπ᾽ αὐτῶν καὶ ἰδοὺ ἐγὼ καταφθείρω αὐτοὺς καὶ τὴν γῆν 
6:14	ποίησον οὖν σεαυτῷ κιβωτὸν ἐκ ξύλων τετραγώνων νοσσιὰς ποιήσεις τὴν κιβωτὸν καὶ ἀσφαλτώσεις αὐτὴν ἔσωθεν καὶ ἔξωθεν τῇ ἀσφάλτῳ 
6:15	καὶ οὕτως ποιήσεις τὴν κιβωτόν τριακοσίων πήχεων τὸ μῆκος τῆς κιβωτοῦ καὶ πεντήκοντα πήχεων τὸ πλάτος καὶ τριάκοντα πήχεων τὸ ὕψος αὐτῆς 
6:16	ἐπισυνάγων ποιήσεις τὴν κιβωτὸν καὶ εἰς πῆχυν συντελέσεις αὐτὴν ἄνωθεν τὴν δὲ θύραν τῆς κιβωτοῦ ποιήσεις ἐκ πλαγίων κατάγαια διώροφα καὶ τριώροφα ποιήσεις αὐτήν 
6:17	ἐγὼ δὲ ἰδοὺ ἐπάγω τὸν κατακλυσμὸν ὕδωρ ἐπὶ τὴν γῆν καταφθεῖραι πᾶσαν σάρκα ἐν ᾗ ἐστιν πνεῦμα ζωῆς ὑποκάτω τοῦ οὐρανοῦ καὶ ὅσα ἐὰν ᾖ ἐπὶ τῆς γῆς τελευτήσει 
6:18	καὶ στήσω τὴν διαθήκην μου πρὸς σέ εἰσελεύσῃ δὲ εἰς τὴν κιβωτόν σὺ καὶ οἱ υἱοί σου καὶ ἡ γυνή σου καὶ αἱ γυναῖκες τῶν υἱῶν σου μετὰ σοῦ 
6:19	καὶ ἀπὸ πάντων τῶν κτηνῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν καὶ ἀπὸ πάντων τῶν θηρίων καὶ ἀπὸ πάσης σαρκός δύο δύο ἀπὸ πάντων εἰσάξεις εἰς τὴν κιβωτόν ἵνα τρέφῃς μετὰ σεαυτοῦ ἄρσεν καὶ θῆλυ ἔσονται 
6:20	ἀπὸ πάντων τῶν ὀρνέων τῶν πετεινῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν κτηνῶν κατὰ γένος καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἑρπόντων ἐπὶ τῆς γῆς κατὰ γένος αὐτῶν δύο δύο ἀπὸ πάντων εἰσελεύσονται πρὸς σὲ τρέφεσθαι μετὰ σοῦ ἄρσεν καὶ θῆλυ 
6:21	σὺ δὲ λήμψῃ σεαυτῷ ἀπὸ πάντων τῶν βρωμάτων ἃ ἔδεσθε καὶ συνάξεις πρὸς σεαυτόν καὶ ἔσται σοὶ καὶ ἐκείνοις φαγεῖν 
6:22	καὶ ἐποίησεν Νωε πάντα ὅσα ἐνετείλατο αὐτῷ κύριος ὁ θεός οὕτως ἐποίησεν 
7:1	καὶ εἶπεν κύριος ὁ θεὸς πρὸς Νωε εἴσελθε σὺ καὶ πᾶς ὁ οἶκός σου εἰς τὴν κιβωτόν ὅτι σὲ εἶδον δίκαιον ἐναντίον μου ἐν τῇ γενεᾷ ταύτῃ 
7:2	ἀπὸ δὲ τῶν κτηνῶν τῶν καθαρῶν εἰσάγαγε πρὸς σὲ ἑπτὰ ἑπτά ἄρσεν καὶ θῆλυ ἀπὸ δὲ τῶν κτηνῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ 
7:3	καὶ ἀπὸ τῶν πετεινῶν τοῦ οὐρανοῦ τῶν καθαρῶν ἑπτὰ ἑπτά ἄρσεν καὶ θῆλυ καὶ ἀπὸ τῶν πετεινῶν τῶν μὴ καθαρῶν δύο δύο ἄρσεν καὶ θῆλυ διαθρέψαι σπέρμα ἐπὶ πᾶσαν τὴν γῆν 
7:4	ἔτι γὰρ ἡμερῶν ἑπτὰ ἐγὼ ἐπάγω ὑετὸν ἐπὶ τὴν γῆν τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας καὶ ἐξαλείψω πᾶσαν τὴν ἐξανάστασιν ἣν ἐποίησα ἀπὸ προσώπου τῆς γῆς 
7:5	καὶ ἐποίησεν Νωε πάντα ὅσα ἐνετείλατο αὐτῷ κύριος ὁ θεός 
7:6	Νωε δὲ ἦν ἐτῶν ἑξακοσίων καὶ ὁ κατακλυσμὸς ἐγένετο ὕδατος ἐπὶ τῆς γῆς 
7:7	εἰσῆλθεν δὲ Νωε καὶ οἱ υἱοὶ αὐτοῦ καὶ ἡ γυνὴ αὐτοῦ καὶ αἱ γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτὸν διὰ τὸ ὕδωρ τοῦ κατακλυσμοῦ 
7:8	καὶ ἀπὸ τῶν πετεινῶν καὶ ἀπὸ τῶν κτηνῶν τῶν καθαρῶν καὶ ἀπὸ τῶν κτηνῶν τῶν μὴ καθαρῶν καὶ ἀπὸ πάντων τῶν ἑρπετῶν τῶν ἐπὶ τῆς γῆς 
7:9	δύο δύο εἰσῆλθον πρὸς Νωε εἰς τὴν κιβωτόν ἄρσεν καὶ θῆλυ καθὰ ἐνετείλατο αὐτῷ ὁ θεός 
7:10	καὶ ἐγένετο μετὰ τὰς ἑπτὰ ἡμέρας καὶ τὸ ὕδωρ τοῦ κατακλυσμοῦ ἐγένετο ἐπὶ τῆς γῆς 
7:11	ἐν τῷ ἑξακοσιοστῷ ἔτει ἐν τῇ ζωῇ τοῦ Νωε τοῦ δευτέρου μηνός ἑβδόμῃ καὶ εἰκάδι τοῦ μηνός τῇ ἡμέρᾳ ταύτῃ ἐρράγησαν πᾶσαι αἱ πηγαὶ τῆς ἀβύσσου καὶ οἱ καταρράκται τοῦ οὐρανοῦ ἠνεῴχθησαν 
7:12	καὶ ἐγένετο ὁ ὑετὸς ἐπὶ τῆς γῆς τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας 
7:13	ἐν τῇ ἡμέρᾳ ταύτῃ εἰσῆλθεν Νωε Σημ Χαμ Ιαφεθ υἱοὶ Νωε καὶ ἡ γυνὴ Νωε καὶ αἱ τρεῖς γυναῖκες τῶν υἱῶν αὐτοῦ μετ᾽ αὐτοῦ εἰς τὴν κιβωτόν 
7:14	καὶ πάντα τὰ θηρία κατὰ γένος καὶ πάντα τὰ κτήνη κατὰ γένος καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς κατὰ γένος καὶ πᾶν πετεινὸν κατὰ γένος 
7:15	εἰσῆλθον πρὸς Νωε εἰς τὴν κιβωτόν δύο δύο ἀπὸ πάσης σαρκός ἐν ᾧ ἐστιν πνεῦμα ζωῆς 
7:16	καὶ τὰ εἰσπορευόμενα ἄρσεν καὶ θῆλυ ἀπὸ πάσης σαρκὸς εἰσῆλθεν καθὰ ἐνετείλατο ὁ θεὸς τῷ Νωε καὶ ἔκλεισεν κύριος ὁ θεὸς ἔξωθεν αὐτοῦ τὴν κιβωτόν 
7:17	καὶ ἐγένετο ὁ κατακλυσμὸς τεσσαράκοντα ἡμέρας καὶ τεσσαράκοντα νύκτας ἐπὶ τῆς γῆς καὶ ἐπληθύνθη τὸ ὕδωρ καὶ ἐπῆρεν τὴν κιβωτόν καὶ ὑψώθη ἀπὸ τῆς γῆς 
7:18	καὶ ἐπεκράτει τὸ ὕδωρ καὶ ἐπληθύνετο σφόδρα ἐπὶ τῆς γῆς καὶ ἐπεφέρετο ἡ κιβωτὸς ἐπάνω τοῦ ὕδατος 
7:19	τὸ δὲ ὕδωρ ἐπεκράτει σφόδρα σφοδρῶς ἐπὶ τῆς γῆς καὶ ἐπεκάλυψεν πάντα τὰ ὄρη τὰ ὑψηλά ἃ ἦν ὑποκάτω τοῦ οὐρανοῦ 
7:20	δέκα πέντε πήχεις ἐπάνω ὑψώθη τὸ ὕδωρ καὶ ἐπεκάλυψεν πάντα τὰ ὄρη τὰ ὑψηλά 
7:21	καὶ ἀπέθανεν πᾶσα σὰρξ κινουμένη ἐπὶ τῆς γῆς τῶν πετεινῶν καὶ τῶν κτηνῶν καὶ τῶν θηρίων καὶ πᾶν ἑρπετὸν κινούμενον ἐπὶ τῆς γῆς καὶ πᾶς ἄνθρωπος 
7:22	καὶ πάντα ὅσα ἔχει πνοὴν ζωῆς καὶ πᾶς ὃς ἦν ἐπὶ τῆς ξηρᾶς ἀπέθανεν 
7:23	καὶ ἐξήλειψεν πᾶν τὸ ἀνάστημα ὃ ἦν ἐπὶ προσώπου πάσης τῆς γῆς ἀπὸ ἀνθρώπου ἕως κτήνους καὶ ἑρπετῶν καὶ τῶν πετεινῶν τοῦ οὐρανοῦ καὶ ἐξηλείφθησαν ἀπὸ τῆς γῆς καὶ κατελείφθη μόνος Νωε καὶ οἱ μετ᾽ αὐτοῦ ἐν τῇ κιβωτῷ 
7:24	καὶ ὑψώθη τὸ ὕδωρ ἐπὶ τῆς γῆς ἡμέρας ἑκατὸν πεντήκοντα 
8:1	καὶ ἐμνήσθη ὁ θεὸς τοῦ Νωε καὶ πάντων τῶν θηρίων καὶ πάντων τῶν κτηνῶν καὶ πάντων τῶν πετεινῶν καὶ πάντων τῶν ἑρπετῶν ὅσα ἦν μετ᾽ αὐτοῦ ἐν τῇ κιβωτῷ καὶ ἐπήγαγεν ὁ θεὸς πνεῦμα ἐπὶ τὴν γῆν καὶ ἐκόπασεν τὸ ὕδωρ 
